customer_id,address_state,emp_length,home_ownership,annual_income,verification_status
745098,MI,< 1 year,RENT,100000,Verified
745121,PA,2 years,RENT,37000,Source Verified
745133,PA,5 years,MORTGAGE,62000,Not Verified
745137,NY,3 years,MORTGAGE,46000,Source Verified
745154,CT,10+ years,MORTGAGE,130000,Verified
745158,NY,3 years,MORTGAGE,25200,Verified
745165,NM,10+ years,MORTGAGE,90000,Verified
745180,NY,10+ years,OWN,65000,Not Verified
745222,IL,3 years,MORTGAGE,48000,Source Verified
745226,RI,10+ years,MORTGAGE,53000,Source Verified
745239,FL,1 year,RENT,41200,Not Verified
745264,MA,5 years,RENT,153000,Verified
745294,CA,1 year,RENT,57000,Source Verified
745324,AZ,5 years,MORTGAGE,47748,Not Verified
745333,TX,10+ years,RENT,49000,Verified
745350,OH,5 years,MORTGAGE,67000,Verified
745351,VA,< 1 year,RENT,40000,Not Verified
745363,CT,1 year,RENT,35004,Source Verified
745376,CA,10+ years,MORTGAGE,54000,Verified
745380,OH,5 years,RENT,28800,Not Verified
745419,FL,10+ years,MORTGAGE,83768,Source Verified
745420,FL,10+ years,MORTGAGE,66000,Source Verified
745421,MD,< 1 year,RENT,35100,Not Verified
745435,MA,6 years,RENT,28000,Not Verified
745442,MN,4 years,MORTGAGE,61000,Source Verified
745443,NH,10+ years,MORTGAGE,90000,Source Verified
745453,CT,5 years,MORTGAGE,65004,Verified
745480,WA,8 years,RENT,45600,Not Verified
745482,MN,1 year,MORTGAGE,54000,Not Verified
745518,IL,1 year,MORTGAGE,50000,Verified
745522,CO,1 year,RENT,36000,Source Verified
745544,NY,5 years,RENT,78000,Not Verified
745549,FL,4 years,MORTGAGE,39000,Verified
745584,OH,8 years,MORTGAGE,80000,Verified
745592,NY,10+ years,OWN,49536,Not Verified
745607,NY,3 years,RENT,50000,Not Verified
745616,CT,5 years,MORTGAGE,57000,Not Verified
745627,GA,4 years,MORTGAGE,140004,Source Verified
745630,AZ,3 years,MORTGAGE,37000,Not Verified
745658,MA,7 years,RENT,21000,Not Verified
745665,CA,2 years,OWN,50000,Not Verified
745708,PA,< 1 year,MORTGAGE,42000,Not Verified
745750,AZ,< 1 year,RENT,75000,Not Verified
745932,TX,4 years,RENT,80000,Source Verified
745938,FL,1 year,RENT,34000,Source Verified
745968,MD,10+ years,RENT,84996,Not Verified
745975,VA,4 years,MORTGAGE,90000,Source Verified
745977,OK,1 year,MORTGAGE,43000,Verified
745983,MD,10+ years,MORTGAGE,34000,Not Verified
745997,CA,2 years,RENT,13200,Source Verified
746048,CT,10+ years,MORTGAGE,64000,Source Verified
746049,NY,< 1 year,RENT,60000,Not Verified
746058,PA,2 years,RENT,30000,Verified
746061,TX,7 years,MORTGAGE,75000,Verified
746072,NY,< 1 year,RENT,42000,Not Verified
746090,NY,7 years,RENT,84996,Source Verified
746096,MI,4 years,MORTGAGE,70000,Verified
746102,CO,4 years,MORTGAGE,57200,Source Verified
746115,GA,4 years,MORTGAGE,32112,Source Verified
746145,CA,3 years,MORTGAGE,46000,Verified
746161,AL,10+ years,MORTGAGE,55200,Source Verified
746180,FL,5 years,OWN,48000,Not Verified
746187,MA,2 years,MORTGAGE,275004,Verified
746200,TX,3 years,RENT,61584,Source Verified
746231,NY,3 years,RENT,18000,Source Verified
746277,TX,8 years,RENT,55000,Source Verified
746298,CA,3 years,RENT,52000,Verified
746355,CT,< 1 year,RENT,50000,Source Verified
746367,GA,2 years,MORTGAGE,85000,Verified
746376,FL,5 years,RENT,27600,Source Verified
746390,VA,1 year,MORTGAGE,100000,Source Verified
746398,AL,10+ years,MORTGAGE,60000,Not Verified
746440,MD,8 years,MORTGAGE,90000,Verified
746452,NY,10+ years,MORTGAGE,70000,Source Verified
746487,CA,5 years,RENT,24000,Source Verified
746490,OH,9 years,MORTGAGE,96000,Source Verified
746501,MD,2 years,RENT,95800,Verified
746541,NM,2 years,MORTGAGE,125000,Source Verified
746571,AZ,1 year,RENT,30000,Not Verified
746576,TX,7 years,MORTGAGE,50000,Source Verified
746598,AL,3 years,MORTGAGE,60000,Not Verified
746648,AZ,3 years,MORTGAGE,60000,Not Verified
746677,CA,1 year,OWN,120000,Source Verified
746693,CA,< 1 year,RENT,80000,Verified
746699,CA,3 years,RENT,45000,Source Verified
746711,CA,4 years,MORTGAGE,24000,Verified
746751,WI,< 1 year,MORTGAGE,90000,Verified
746757,TX,< 1 year,RENT,39996,Not Verified
746768,LA,10+ years,MORTGAGE,72000,Source Verified
746803,CA,< 1 year,MORTGAGE,36000,Verified
746816,NJ,10+ years,RENT,69000,Source Verified
746817,CO,10+ years,RENT,80000,Verified
746832,FL,4 years,RENT,35004,Not Verified
746836,WA,4 years,MORTGAGE,45000,Not Verified
746905,OK,2 years,MORTGAGE,24000,Source Verified
746952,MN,6 years,MORTGAGE,64000,Verified
746963,MO,5 years,MORTGAGE,81120,Verified
746964,NJ,< 1 year,RENT,76800,Verified
746967,MN,4 years,OWN,84000,Not Verified
746980,NY,6 years,RENT,31000,Source Verified
746989,FL,9 years,RENT,52600,Verified
746992,MD,10+ years,MORTGAGE,127741,Verified
747004,WA,10+ years,MORTGAGE,50900,Verified
747043,NJ,2 years,RENT,65000,Source Verified
747071,PA,< 1 year,MORTGAGE,36000,Verified
747073,IL,10+ years,RENT,72000,Verified
747111,OH,9 years,RENT,42000,Verified
747116,MI,10+ years,MORTGAGE,67000,Source Verified
747123,TX,< 1 year,RENT,84000,Source Verified
747127,MD,10+ years,RENT,42000,Verified
747131,MI,10+ years,MORTGAGE,110000,Verified
747135,WI,< 1 year,MORTGAGE,74000,Source Verified
747146,OH,3 years,RENT,36000,Source Verified
747171,CA,1 year,RENT,30000,Source Verified
747176,FL,5 years,OWN,55000,Not Verified
747205,CA,10+ years,RENT,63000,Source Verified
747219,IL,5 years,MORTGAGE,107000,Not Verified
747225,NY,< 1 year,RENT,115000,Verified
747242,MD,6 years,RENT,39996,Not Verified
747253,NJ,< 1 year,RENT,159996,Source Verified
747255,FL,7 years,RENT,37086,Verified
747282,AZ,3 years,RENT,43000,Verified
747298,PA,10+ years,MORTGAGE,81996,Verified
747339,AZ,3 years,MORTGAGE,30000,Not Verified
747344,CT,4 years,OWN,27000,Source Verified
747393,CA,1 year,RENT,30000,Source Verified
747395,VA,10+ years,MORTGAGE,90000,Verified
747417,MO,10+ years,MORTGAGE,35000,Source Verified
747519,CA,5 years,MORTGAGE,50004,Source Verified
747525,NJ,1 year,MORTGAGE,55000,Source Verified
747526,NY,10+ years,MORTGAGE,50000,Verified
747547,NY,10+ years,RENT,57996,Not Verified
747613,NY,4 years,RENT,22000,Verified
747627,FL,2 years,OWN,19000,Source Verified
747755,CA,4 years,RENT,24000,Source Verified
747762,CO,4 years,MORTGAGE,33996,Not Verified
747774,CA,10+ years,MORTGAGE,65000,Verified
747831,CT,1 year,MORTGAGE,50000,Not Verified
747839,TX,9 years,MORTGAGE,45000,Verified
747842,OH,2 years,RENT,31704,Not Verified
747848,PA,10+ years,MORTGAGE,47004,Verified
747853,WA,< 1 year,MORTGAGE,138000,Verified
747858,OR,5 years,MORTGAGE,110000,Verified
747869,NJ,10+ years,OWN,53000,Not Verified
747923,NV,5 years,RENT,780000,Not Verified
747949,NH,5 years,RENT,43000,Not Verified
747974,NJ,5 years,RENT,28800,Not Verified
747975,CA,3 years,MORTGAGE,78540,Verified
747987,CA,5 years,OWN,32000,Verified
747998,OH,1 year,MORTGAGE,99996,Source Verified
748008,CO,4 years,OWN,139380,Verified
748033,AZ,5 years,MORTGAGE,61000,Verified
748117,VA,1 year,RENT,67000,Verified
748118,CA,10+ years,MORTGAGE,50400,Verified
748125,CA,10+ years,OWN,26448,Verified
748186,GA,4 years,OWN,209000,Verified
748200,CO,2 years,MORTGAGE,45000,Verified
748211,TX,8 years,MORTGAGE,153000,Not Verified
748237,CA,1 year,RENT,24000,Not Verified
748238,HI,5 years,MORTGAGE,59000,Verified
748251,IL,10+ years,OWN,54660,Verified
748273,CA,10+ years,RENT,72000,Source Verified
748286,CA,3 years,RENT,64000,Not Verified
748299,CA,< 1 year,RENT,55200,Not Verified
748349,PA,6 years,RENT,60000,Not Verified
748369,OH,10+ years,MORTGAGE,64000,Verified
748375,MD,7 years,MORTGAGE,54996,Source Verified
748403,FL,2 years,MORTGAGE,28800,Not Verified
748448,NY,< 1 year,MORTGAGE,70000,Verified
748457,NJ,< 1 year,OWN,38400,Source Verified
748500,NY,6 years,RENT,250000,Verified
748610,WI,4 years,RENT,28800,Not Verified
748623,GA,4 years,MORTGAGE,36000,Not Verified
748628,WI,5 years,RENT,62000,Source Verified
748640,NY,10+ years,RENT,87000,Source Verified
748657,FL,2 years,RENT,39400,Verified
748670,CA,5 years,MORTGAGE,61200,Not Verified
748675,CA,10+ years,OWN,55000,Source Verified
748677,LA,7 years,MORTGAGE,125000,Source Verified
748682,NV,< 1 year,RENT,75000,Verified
748698,TX,10+ years,RENT,125000,Not Verified
748735,OK,10+ years,MORTGAGE,56000,Not Verified
748736,AZ,1 year,RENT,47000,Verified
748761,WI,7 years,RENT,50000,Not Verified
748767,WA,4 years,OWN,40000,Source Verified
748779,NM,10+ years,MORTGAGE,60000,Not Verified
748800,MO,< 1 year,MORTGAGE,80000,Verified
748811,NJ,10+ years,MORTGAGE,130000,Verified
748842,WA,6 years,RENT,32000,Source Verified
748862,GA,10+ years,RENT,48000,Source Verified
748864,TX,< 1 year,RENT,172200,Verified
748870,VA,1 year,MORTGAGE,69000,Source Verified
748880,IL,< 1 year,MORTGAGE,175000,Source Verified
748889,AZ,10+ years,RENT,27000,Not Verified
748898,CA,2 years,RENT,60000,Source Verified
748902,NY,3 years,RENT,55000,Not Verified
748910,MO,2 years,RENT,80004,Not Verified
748919,GA,7 years,MORTGAGE,106000,Source Verified
748969,WA,10+ years,MORTGAGE,74276.8,Not Verified
748974,TX,2 years,OWN,24000,Not Verified
748982,AZ,10+ years,RENT,80000,Not Verified
748986,CA,3 years,RENT,35500,Not Verified
749034,TX,2 years,MORTGAGE,105000,Verified
749047,NY,4 years,OWN,27504,Not Verified
749054,LA,1 year,RENT,50000,Verified
749065,MO,10+ years,MORTGAGE,89000,Verified
749072,MD,3 years,RENT,122004,Not Verified
749085,NJ,5 years,RENT,42996,Not Verified
749094,PA,< 1 year,RENT,12000,Verified
749104,FL,10+ years,MORTGAGE,62570,Source Verified
749107,MN,4 years,RENT,16200,Not Verified
749135,MI,2 years,MORTGAGE,21816,Verified
749153,PA,5 years,RENT,65000,Verified
749170,CT,3 years,MORTGAGE,32000,Not Verified
749196,DE,6 years,MORTGAGE,102996,Verified
749212,CA,8 years,MORTGAGE,56000,Not Verified
749237,FL,2 years,MORTGAGE,120000,Not Verified
749243,OK,10+ years,MORTGAGE,75000,Source Verified
749252,PA,2 years,MORTGAGE,75000,Verified
749279,GA,< 1 year,RENT,37750,Verified
749320,TX,2 years,RENT,72000,Source Verified
749334,FL,2 years,MORTGAGE,36000,Verified
749343,NJ,2 years,RENT,63000,Verified
749346,CA,10+ years,MORTGAGE,66912,Verified
749352,CA,1 year,MORTGAGE,100000,Verified
749360,IL,7 years,MORTGAGE,75000,Not Verified
749364,MD,1 year,RENT,51000,Verified
749397,TX,9 years,RENT,54590,Not Verified
749412,OH,< 1 year,MORTGAGE,30000,Not Verified
749414,CA,4 years,RENT,80000,Verified
749427,CA,3 years,RENT,54000,Not Verified
749430,MD,10+ years,MORTGAGE,54000,Verified
749435,MI,3 years,RENT,26000,Not Verified
749456,IL,2 years,MORTGAGE,50000,Verified
749467,TX,1 year,RENT,33000,Source Verified
749506,PA,2 years,MORTGAGE,75000,Not Verified
749540,CA,3 years,RENT,60000,Verified
749595,NJ,1 year,RENT,38500,Not Verified
749626,CT,10+ years,MORTGAGE,107000,Verified
749644,WI,< 1 year,RENT,21000,Verified
749683,VA,3 years,RENT,40000,Source Verified
749718,AZ,10+ years,MORTGAGE,58000,Verified
749732,MA,2 years,RENT,25000,Not Verified
749744,CA,6 years,RENT,46000,Verified
749794,PA,10+ years,MORTGAGE,116480,Not Verified
749808,CT,10+ years,RENT,45000,Source Verified
749813,CA,4 years,RENT,54380,Verified
749827,CA,10+ years,RENT,35827.2,Verified
749835,AZ,2 years,MORTGAGE,51996,Verified
749854,NY,4 years,RENT,40428,Verified
749861,IL,10+ years,MORTGAGE,55000,Not Verified
749867,AK,10+ years,RENT,73000,Source Verified
749890,FL,10+ years,MORTGAGE,70830,Verified
749895,MD,3 years,MORTGAGE,100000,Verified
749913,CA,3 years,MORTGAGE,92700,Verified
749961,PA,7 years,RENT,39600,Source Verified
749976,NY,10+ years,OWN,115000,Verified
749977,NM,3 years,RENT,42000,Not Verified
750023,FL,2 years,RENT,30000,Not Verified
750055,AL,7 years,RENT,30000,Verified
750057,NY,< 1 year,RENT,11760,Not Verified
750085,MO,10+ years,MORTGAGE,104400,Source Verified
750099,FL,< 1 year,RENT,145000,Source Verified
750111,NJ,10+ years,RENT,51000,Source Verified
750118,NJ,2 years,RENT,80000,Source Verified
750138,OH,6 years,MORTGAGE,63600,Not Verified
750185,MO,10+ years,MORTGAGE,108000,Verified
750210,VA,1 year,RENT,45000,Source Verified
750226,FL,1 year,MORTGAGE,95000,Verified
750234,CA,9 years,RENT,38400,Not Verified
750253,NY,10+ years,MORTGAGE,36000,Source Verified
750302,OK,10+ years,MORTGAGE,54538,Verified
750312,MO,4 years,MORTGAGE,89004,Verified
750333,CA,2 years,RENT,26880,Source Verified
750340,VA,1 year,RENT,95000,Verified
750348,IL,5 years,MORTGAGE,52000,Verified
750382,CA,< 1 year,RENT,24000,Not Verified
750430,FL,6 years,MORTGAGE,90000,Verified
750551,CA,3 years,RENT,80000,Source Verified
750561,TX,2 years,RENT,15000,Not Verified
750618,NV,8 years,RENT,35000,Verified
750622,TX,1 year,MORTGAGE,34662,Source Verified
750641,AZ,2 years,MORTGAGE,102000,Source Verified
750704,CA,10+ years,RENT,78000,Verified
750710,CO,4 years,MORTGAGE,75000,Verified
750735,MA,10+ years,RENT,203000,Verified
750753,FL,10+ years,MORTGAGE,75000,Verified
750781,FL,8 years,RENT,60000,Verified
750797,CA,1 year,RENT,90000,Verified
750819,RI,10+ years,MORTGAGE,48000,Not Verified
750832,CO,4 years,RENT,32000,Not Verified
750841,IL,5 years,MORTGAGE,25000,Source Verified
750859,CA,4 years,RENT,39000,Source Verified
750865,UT,2 years,RENT,33400,Verified
750872,NY,5 years,RENT,225000,Verified
750967,FL,2 years,RENT,40000,Not Verified
750991,FL,10+ years,RENT,34868.4,Source Verified
751007,MN,8 years,MORTGAGE,73000,Verified
751012,GA,4 years,RENT,70000,Not Verified
751013,WA,5 years,MORTGAGE,550000,Source Verified
751057,TX,5 years,MORTGAGE,72000,Verified
751066,CA,3 years,MORTGAGE,69996,Verified
751070,RI,5 years,RENT,40000,Verified
751073,MD,10+ years,MORTGAGE,95000,Verified
751082,CA,6 years,RENT,50400,Verified
751135,MI,10+ years,MORTGAGE,40000,Source Verified
751216,CA,9 years,RENT,26400,Source Verified
751231,CA,5 years,RENT,37000,Source Verified
751243,DE,10+ years,RENT,49600,Verified
751275,CT,5 years,MORTGAGE,94000,Source Verified
751298,OH,10+ years,OWN,90000,Verified
751311,MO,5 years,RENT,57600,Not Verified
751317,VA,10+ years,MORTGAGE,100000,Source Verified
751334,PA,< 1 year,MORTGAGE,92304,Not Verified
751368,NV,10+ years,MORTGAGE,70000,Verified
751369,NJ,10+ years,RENT,140000,Not Verified
751388,VA,10+ years,RENT,75000,Source Verified
751392,NY,2 years,MORTGAGE,235000,Verified
751422,CA,3 years,RENT,85000,Not Verified
751457,CA,< 1 year,MORTGAGE,120000,Not Verified
751461,TX,< 1 year,RENT,42000,Verified
751466,MD,10+ years,MORTGAGE,72000,Not Verified
751487,CA,4 years,MORTGAGE,43344,Not Verified
751519,FL,5 years,RENT,70000,Verified
751525,KY,10+ years,MORTGAGE,62000,Not Verified
751535,IL,10+ years,MORTGAGE,230000,Source Verified
751558,GA,< 1 year,RENT,30000,Not Verified
751566,DE,2 years,OWN,30996,Not Verified
751567,NJ,3 years,OWN,24996,Not Verified
751575,MA,< 1 year,MORTGAGE,180000,Verified
751585,CA,4 years,MORTGAGE,71028,Not Verified
751605,PA,6 years,MORTGAGE,54600,Verified
751640,WA,10+ years,RENT,65000,Verified
751641,GA,2 years,MORTGAGE,58650,Verified
751658,NJ,5 years,MORTGAGE,36000,Not Verified
751669,TX,5 years,RENT,45000,Verified
751671,GA,10+ years,MORTGAGE,100000,Verified
751686,FL,1 year,MORTGAGE,95004,Verified
751692,FL,10+ years,MORTGAGE,55000,Verified
751740,NY,10+ years,RENT,40000,Source Verified
751747,CA,10+ years,MORTGAGE,50400,Source Verified
751862,IL,3 years,MORTGAGE,35500,Not Verified
751863,NY,5 years,RENT,96000,Source Verified
751873,CA,4 years,RENT,86000,Not Verified
751874,CA,1 year,MORTGAGE,58000,Source Verified
751919,LA,3 years,RENT,45000,Not Verified
751938,NY,8 years,MORTGAGE,152004,Not Verified
751943,OH,10+ years,MORTGAGE,49901.52,Not Verified
751972,MA,4 years,MORTGAGE,86004,Verified
751973,CA,2 years,RENT,47700,Not Verified
752002,MN,4 years,RENT,75000,Not Verified
752019,GA,1 year,MORTGAGE,94568,Verified
752034,WI,7 years,MORTGAGE,74760,Verified
752051,MD,2 years,RENT,52000,Verified
752074,MA,10+ years,MORTGAGE,90000,Not Verified
752082,PA,4 years,RENT,14400,Not Verified
752083,CA,< 1 year,RENT,25200,Not Verified
752091,CA,3 years,RENT,40050,Not Verified
752093,UT,< 1 year,RENT,24996,Not Verified
752122,NY,2 years,RENT,9600,Source Verified
752155,AZ,2 years,RENT,33000,Not Verified
752160,MA,3 years,RENT,96000,Verified
752173,CO,6 years,MORTGAGE,29568,Source Verified
752189,GA,10+ years,MORTGAGE,46300,Source Verified
752191,CA,< 1 year,RENT,105000,Not Verified
752212,OH,10+ years,MORTGAGE,120000,Source Verified
752220,VA,2 years,RENT,756000,Source Verified
752223,CA,6 years,RENT,39000,Not Verified
752232,PA,2 years,OWN,50004,Verified
752254,CA,9 years,MORTGAGE,78000,Not Verified
752269,VA,5 years,RENT,60000,Not Verified
752289,AK,2 years,RENT,70000,Source Verified
752292,NY,2 years,RENT,30500,Not Verified
752304,GA,10+ years,MORTGAGE,45000,Verified
752305,TX,1 year,RENT,96000,Source Verified
752318,WV,3 years,MORTGAGE,80000,Not Verified
752321,FL,5 years,RENT,57000,Source Verified
752335,CA,2 years,RENT,55000,Source Verified
752346,TX,7 years,RENT,99996,Source Verified
752350,TX,4 years,MORTGAGE,54000,Source Verified
752375,CA,10+ years,RENT,81999.96,Source Verified
752413,TX,1 year,RENT,140000,Verified
752416,NY,10+ years,RENT,53000,Verified
752441,CA,< 1 year,RENT,20000,Source Verified
752449,FL,7 years,RENT,53400,Source Verified
752467,VA,10+ years,RENT,48000,Verified
752476,VA,3 years,MORTGAGE,90000,Source Verified
752485,NH,10+ years,MORTGAGE,84000,Not Verified
752490,TX,10+ years,MORTGAGE,54000,Not Verified
752506,NY,10+ years,MORTGAGE,185000,Source Verified
752532,WI,2 years,MORTGAGE,59100,Verified
752549,OK,< 1 year,MORTGAGE,45760,Not Verified
752556,CA,1 year,MORTGAGE,83500,Source Verified
752560,NJ,10+ years,MORTGAGE,70000,Not Verified
752564,OH,< 1 year,RENT,25000,Source Verified
752580,MT,10+ years,MORTGAGE,67675,Source Verified
752611,SC,2 years,MORTGAGE,110000,Verified
752621,CA,5 years,MORTGAGE,19200,Source Verified
752655,NJ,3 years,RENT,13000,Verified
752670,CA,10+ years,RENT,78000,Source Verified
752733,OR,8 years,MORTGAGE,43200,Not Verified
752745,TX,1 year,MORTGAGE,65200,Not Verified
752750,CA,2 years,RENT,75000,Source Verified
752763,AZ,2 years,RENT,44000,Not Verified
752765,OH,10+ years,MORTGAGE,62000,Not Verified
752766,MN,3 years,RENT,18000,Source Verified
752794,TX,2 years,MORTGAGE,140000,Not Verified
752910,KY,2 years,RENT,40000,Not Verified
752945,CA,< 1 year,RENT,38000,Source Verified
752950,CA,2 years,RENT,50784,Verified
752953,NJ,10+ years,MORTGAGE,86000,Not Verified
752956,NY,< 1 year,RENT,125000,Not Verified
752959,WI,10+ years,MORTGAGE,93000,Verified
752982,UT,10+ years,OWN,74400,Source Verified
752991,NY,< 1 year,RENT,90000,Not Verified
753009,CA,6 years,RENT,35328,Source Verified
753023,MD,2 years,RENT,45000,Not Verified
753044,NY,1 year,RENT,54000,Not Verified
753104,CA,10+ years,MORTGAGE,140000,Verified
753110,NM,2 years,RENT,30000,Not Verified
753130,NJ,6 years,MORTGAGE,78000,Verified
753145,GA,1 year,MORTGAGE,85000,Verified
753146,FL,10+ years,MORTGAGE,66000,Verified
753158,NY,10+ years,MORTGAGE,95000,Verified
753160,NY,5 years,RENT,37200,Source Verified
753163,MN,10+ years,MORTGAGE,41000,Verified
753169,NY,< 1 year,RENT,50000,Source Verified
753170,CA,< 1 year,RENT,170000,Verified
753189,MA,< 1 year,MORTGAGE,175000,Not Verified
753203,AZ,10+ years,MORTGAGE,46800,Not Verified
753250,FL,10+ years,MORTGAGE,147500,Source Verified
753253,TX,10+ years,MORTGAGE,53400,Verified
753275,GA,2 years,RENT,45000,Verified
753280,NV,3 years,RENT,80000,Source Verified
753290,OK,7 years,MORTGAGE,108000,Verified
753305,CA,4 years,RENT,50000,Source Verified
753335,NY,10+ years,MORTGAGE,89058,Not Verified
753340,FL,4 years,RENT,50004,Verified
753350,IL,1 year,RENT,38250,Not Verified
753380,NY,3 years,RENT,42000,Not Verified
753382,FL,7 years,MORTGAGE,72000,Verified
753388,GA,2 years,RENT,180000,Verified
753395,VA,2 years,RENT,93500,Source Verified
753428,OR,10+ years,MORTGAGE,70000,Not Verified
753446,AL,10+ years,OWN,45000,Not Verified
753450,SC,7 years,MORTGAGE,55000,Verified
753458,MN,4 years,MORTGAGE,37000,Source Verified
753473,MD,10+ years,MORTGAGE,83004,Source Verified
753475,MD,< 1 year,RENT,39000,Source Verified
753497,VA,1 year,RENT,67000,Not Verified
753510,NV,9 years,RENT,21600,Verified
753531,AZ,10+ years,OWN,60000,Source Verified
753544,MD,2 years,MORTGAGE,30000,Source Verified
753545,NY,3 years,RENT,75000,Not Verified
753584,CA,1 year,RENT,51996,Source Verified
753596,NJ,7 years,RENT,26004,Source Verified
753604,CA,5 years,RENT,66504,Verified
753667,AL,10+ years,MORTGAGE,60000,Source Verified
753684,CT,7 years,MORTGAGE,57500,Not Verified
753685,NY,9 years,RENT,65000,Verified
753712,CA,10+ years,RENT,65000,Verified
753718,AL,3 years,MORTGAGE,83004,Not Verified
753773,CA,< 1 year,MORTGAGE,93600,Source Verified
753813,NJ,3 years,RENT,50000,Source Verified
753826,CA,3 years,RENT,28080,Not Verified
753892,CA,5 years,RENT,41652,Not Verified
753949,NY,7 years,RENT,66996,Source Verified
753981,CA,10+ years,MORTGAGE,75000,Verified
753990,IL,1 year,RENT,35000,Source Verified
753991,GA,3 years,MORTGAGE,53004,Source Verified
754013,LA,4 years,RENT,63000,Not Verified
754019,IL,< 1 year,MORTGAGE,120000,Verified
754031,KY,< 1 year,OWN,60000,Source Verified
754035,CT,< 1 year,RENT,55000,Verified
754102,NY,< 1 year,RENT,55000,Not Verified
754157,FL,10+ years,MORTGAGE,54000,Not Verified
754183,FL,1 year,RENT,28800,Not Verified
754185,OH,< 1 year,MORTGAGE,72000,Verified
754206,MO,9 years,RENT,16800,Not Verified
754241,FL,1 year,RENT,49000,Not Verified
754251,CT,< 1 year,MORTGAGE,60000,Not Verified
754257,PA,< 1 year,RENT,50004,Verified
754270,MD,3 years,MORTGAGE,55000,Verified
754277,CA,< 1 year,MORTGAGE,21600,Not Verified
754287,NY,10+ years,MORTGAGE,65000,Not Verified
754306,NJ,2 years,RENT,30000,Not Verified
754323,CA,2 years,RENT,65000,Not Verified
754336,CA,< 1 year,RENT,34860,Source Verified
754369,FL,3 years,RENT,27398.4,Source Verified
754386,CA,9 years,OWN,96000,Source Verified
754393,VA,8 years,RENT,98760,Verified
754433,NH,2 years,MORTGAGE,80000,Verified
754542,TX,4 years,MORTGAGE,85000,Not Verified
754559,SC,3 years,MORTGAGE,54996,Verified
754587,TX,2 years,MORTGAGE,87504,Not Verified
754593,NY,10+ years,OWN,69000,Verified
754627,CT,3 years,RENT,85000,Verified
754638,FL,1 year,RENT,57000,Source Verified
754654,NY,2 years,RENT,100000,Not Verified
754661,CT,10+ years,MORTGAGE,106000,Verified
754681,CA,1 year,RENT,36000,Not Verified
754689,GA,2 years,MORTGAGE,62000,Verified
754711,WV,10+ years,MORTGAGE,40000,Not Verified
754713,VA,5 years,MORTGAGE,80400,Verified
754819,KY,5 years,RENT,35000,Source Verified
754821,CA,< 1 year,RENT,55000,Not Verified
754831,PA,10+ years,MORTGAGE,108396,Verified
754848,CA,9 years,OWN,56148,Verified
754851,OH,3 years,MORTGAGE,26000,Source Verified
754858,MA,10+ years,MORTGAGE,100000,Source Verified
754866,CT,3 years,RENT,54000,Source Verified
754873,CA,3 years,RENT,75000,Verified
754879,VA,10+ years,MORTGAGE,84906,Not Verified
754885,NJ,2 years,RENT,35000,Source Verified
754895,CA,2 years,OWN,61000,Verified
754921,PA,9 years,MORTGAGE,65000,Verified
754935,CA,6 years,RENT,38000,Verified
754987,IL,6 years,RENT,77000,Not Verified
755016,TX,4 years,MORTGAGE,175000,Verified
755113,PA,1 year,OWN,38400,Verified
755118,TX,7 years,RENT,42000,Source Verified
755146,VA,2 years,MORTGAGE,102960,Not Verified
755176,MA,10+ years,MORTGAGE,285000,Verified
755234,KY,5 years,MORTGAGE,72000,Source Verified
755285,MA,8 years,OWN,65000,Not Verified
755298,GA,10+ years,OWN,20004,Verified
755308,MA,6 years,RENT,69996,Source Verified
755392,NV,10+ years,RENT,59500,Verified
755394,PA,< 1 year,RENT,35000,Verified
755395,NY,10+ years,MORTGAGE,55600,Source Verified
755404,AZ,10+ years,MORTGAGE,77256,Verified
755429,MD,2 years,RENT,123144,Source Verified
755457,IL,10+ years,MORTGAGE,120000,Source Verified
755461,NY,10+ years,RENT,90000,Verified
755469,NY,3 years,RENT,54996,Source Verified
755475,WA,7 years,MORTGAGE,86700,Source Verified
755501,CT,10+ years,OWN,45678.84,Not Verified
755549,CA,8 years,MORTGAGE,74000,Not Verified
755552,CA,< 1 year,RENT,37500,Verified
755556,PA,10+ years,MORTGAGE,81800,Source Verified
755610,PA,10+ years,OWN,60000,Verified
755645,CA,7 years,RENT,30000,Verified
755660,NM,10+ years,RENT,10800,Source Verified
755684,FL,6 years,RENT,60000,Verified
755727,VA,10+ years,MORTGAGE,65000,Source Verified
755731,NY,5 years,RENT,36000,Source Verified
755766,NY,2 years,MORTGAGE,39996,Source Verified
755775,TX,10+ years,MORTGAGE,115000,Verified
755783,NY,3 years,RENT,38112,Not Verified
755824,NV,2 years,RENT,55700,Not Verified
756032,GA,10+ years,MORTGAGE,54000,Verified
756036,WI,9 years,MORTGAGE,70000,Verified
756168,CA,1 year,RENT,34200,Not Verified
756177,IL,3 years,RENT,52400,Verified
756191,OH,10+ years,MORTGAGE,72996,Source Verified
756206,TX,6 years,OWN,65000,Not Verified
756242,CA,5 years,RENT,80266,Source Verified
756244,TX,6 years,RENT,44400,Not Verified
756248,OH,2 years,RENT,31000,Not Verified
756259,OR,2 years,RENT,27036,Not Verified
756267,TX,4 years,MORTGAGE,85000,Verified
756270,VA,3 years,RENT,66000,Not Verified
756281,CA,10+ years,MORTGAGE,132492,Verified
756320,PA,1 year,RENT,34500,Source Verified
756328,TX,< 1 year,RENT,42324,Verified
756330,UT,10+ years,MORTGAGE,90000,Source Verified
