loan_id,customer_id,loan_amount,int_rate,installment,grade,sub_grade,loan_status,purpose,dti,total_payment,issue_date
1012894,1240059,16000,0.1269,361.52,B,B5,Fully Paid,Debt consolidation,0.0605,19240,2021-11-11
559932,720729,16000,0.1186,354.79,B,B5,Fully Paid,Debt consolidation,0.1864,20395,2021-08-10
1019895,1248653,17325,0.1269,391.46,B,B5,Fully Paid,Debt consolidation,0.2944,21868,2021-11-11
621468,796496,6000,0.0999,127.46,B,B4,Fully Paid,Debt consolidation,0.0181,6381,2021-12-10
547195,705575,21600,0.1186,478.96,B,B5,Fully Paid,Debt consolidation,0.1726,28737,2021-07-10
530221,685616,19750,0.1186,297.69,B,B5,Fully Paid,Debt consolidation,0.21,17861,2021-07-10
550734,709842,16000,0.1149,351.81,B,B4,Fully Paid,Debt consolidation,0.085,20449,2021-08-10
773236,975260,20000,0.1199,444.79,B,B5,Fully Paid,Debt consolidation,0.1244,24561,2021-06-11
544069,701880,13000,0.1038,278.65,B,B1,Fully Paid,Debt consolidation,0.1513,15938,2021-07-10
632725,810554,12000,0.0888,248.41,B,B1,Fully Paid,Debt consolidation,0.2038,14904,2021-01-11
570756,734182,22000,0.1149,483.73,B,B4,Fully Paid,Debt consolidation,0.165,29024,2021-08-10
1001872,1227677,35000,0.1269,790.82,B,B5,Fully Paid,Debt consolidation,0.0868,37337,2021-11-11
598095,767661,20000,0.1186,376.4,B,B5,Fully Paid,Debt consolidation,0.1168,22584,2021-10-10
535955,692461,6000,0.1075,129.71,B,B2,Fully Paid,Debt consolidation,0.018,7434,2021-07-10
881725,1096806,19600,0.1242,440.17,B,B4,Fully Paid,Debt consolidation,0.2299,25627,2021-10-11
1020628,1249417,19000,0.1269,429.3,B,B5,Fully Paid,Debt consolidation,0.2084,22380,2021-11-11
1057038,1288592,25000,0.1269,564.87,B,B5,Fully Paid,Debt consolidation,0.1802,28617,2021-12-11
795254,999972,16250,0.1149,357.3,B,B4,Fully Paid,Debt consolidation,0.2936,21292,2021-06-11
591851,760160,19750,0.1186,437.94,B,B5,Fully Paid,Debt consolidation,0.2264,22572,2021-10-10
994133,1218537,20000,0.1427,468.17,C,C2,Fully Paid,Debt consolidation,0.2175,27882,2021-11-11
748757,947881,35000,0.1349,632.06,C,C2,Fully Paid,Debt consolidation,0.0532,37377,2021-05-11
523301,677033,25000,0.1398,361.08,C,C3,Fully Paid,Debt consolidation,0.2386,21665,2021-06-10
969557,1190983,35000,0.1349,805.17,C,C1,Fully Paid,Debt consolidation,0.1976,43323,2021-10-11
741591,939511,26000,0.1299,591.45,C,C1,Fully Paid,Debt consolidation,0.1667,35097,2021-06-11
915213,1135764,18000,0.1349,414.09,C,C1,Fully Paid,Debt consolidation,0.191,23575,2021-10-11
993472,1217839,20000,0.1349,460.1,C,C1,Fully Paid,Debt consolidation,0.1497,24606,2021-11-11
967721,1188459,22250,0.1349,511.86,C,C1,Fully Paid,Debt consolidation,0.192,27708,2021-10-11
747199,946054,17875,0.1299,276.96,C,C1,Fully Paid,Debt consolidation,0.2347,16617,2021-05-11
681831,870920,16000,0.1306,364.55,C,C2,Fully Paid,Debt consolidation,0.1209,21872,2021-02-11
975041,1197939,30000,0.1427,702.26,C,C2,Fully Paid,Debt consolidation,0.2039,41408,2021-10-11
657915,841370,22000,0.1306,501.25,C,C2,Fully Paid,Debt consolidation,0.1005,27809,2021-01-11
521401,674243,25000,0.1311,346.14,C,C2,Fully Paid,Debt consolidation,0.1444,20445,2021-06-10
680566,869418,6000,0.1306,136.71,C,C2,Fully Paid,Debt consolidation,0.2315,8056,2021-02-11
526513,681122,22000,0.1398,511.68,C,C3,Fully Paid,Debt consolidation,0.0869,30700,2021-06-10
633398,811469,14500,0.1298,329.78,C,C3,Fully Paid,Debt consolidation,0.2266,19689,2021-12-10
619522,794046,12000,0.1298,272.92,C,C3,Fully Paid,Debt consolidation,0.112,16375,2021-12-10
590230,758188,25000,0.1398,581.45,C,C3,Fully Paid,Debt consolidation,0.185,33813,2021-10-10
625317,801380,12000,0.1335,275.2,C,C4,Fully Paid,Debt consolidation,0.1476,12901,2021-12-10
842372,1053043,20000,0.1299,454.96,C,C1,Fully Paid,Debt consolidation,0.1222,20850,2021-08-11
847196,1058657,25000,0.1349,575.12,C,C2,Fully Paid,Debt consolidation,0.2116,32906,2021-08-11
525697,680156,25000,0.1361,363.3,C,C2,Fully Paid,Debt consolidation,0.218,21798,2021-06-10
618958,788351,7000,0.1298,159.2,C,C3,Fully Paid,Debt consolidation,0.1091,8836,2021-11-10
626883,803289,8400,0.1372,194.24,C,C5,Fully Paid,Debt consolidation,0.1902,11685,2021-12-10
599713,769766,24000,0.1223,337.65,C,C1,Fully Paid,Debt consolidation,0.0289,19961,2021-10-10
796194,1000961,26000,0.1299,591.45,C,C1,Fully Paid,Debt consolidation,0.1796,35014,2021-06-11
1016819,1244741,20000,0.1349,460.1,C,C1,Fully Paid,Debt consolidation,0.1966,23960,2021-11-11
760487,960763,10400,0.1299,236.58,C,C1,Fully Paid,Debt consolidation,0.2217,14014,2021-05-11
556140,716154,15000,0.1361,346,C,C2,Fully Paid,Debt consolidation,0.2062,20513,2021-08-10
813170,1020598,20000,0.1349,328.4,C,C2,Fully Paid,Debt consolidation,0.1728,19338,2021-07-11
608801,780942,4200,0.1372,97.12,C,C5,Fully Paid,Debt consolidation,0.0437,5823,2021-12-10
752315,951888,16000,0.1349,368.08,C,C2,Fully Paid,Debt consolidation,0.2777,19558,2021-06-11
721885,916595,21000,0.1306,478.46,C,C2,Fully Paid,Debt consolidation,0.1294,28307,2021-04-11
1001716,1227931,17500,0.1349,402.59,C,C1,Fully Paid,Debt consolidation,0.1742,20966,2021-11-11
702196,894059,15000,0.1268,338.85,C,C1,Fully Paid,Debt consolidation,0.0704,20331,2021-04-11
604937,776052,20000,0.1223,447.22,C,C1,Fully Paid,Debt consolidation,0.0605,26832,2021-10-10
582972,749153,20000,0.1323,316.2,C,C1,Fully Paid,Debt consolidation,0.2134,17341,2021-10-10
1047534,1278623,20000,0.1427,468.17,C,C2,Fully Paid,Debt consolidation,0.1008,23267,2021-12-11
1057445,1289004,20000,0.1427,468.17,C,C2,Fully Paid,Debt consolidation,0.2061,27733,2021-12-11
655730,838679,20000,0.1306,455.68,C,C2,Fully Paid,Debt consolidation,0.1141,27294,2021-02-11
736037,932848,25000,0.1349,575.12,C,C2,Fully Paid,Debt consolidation,0.2387,32878,2021-06-11
632465,810227,12000,0.1298,272.92,C,C3,Fully Paid,Debt consolidation,0.0914,15126,2021-12-10
537523,694336,24250,0.1323,554.63,C,C1,Fully Paid,Debt consolidation,0.2121,33303,2021-07-10
868413,1082114,30000,0.1349,440.54,C,C2,Fully Paid,Debt consolidation,0.2003,24629,2021-09-11
717108,911157,15000,0.1268,338.85,C,C1,Fully Paid,Debt consolidation,0.0929,18745,2021-04-11
568194,730967,24000,0.1323,548.91,C,C1,Fully Paid,Debt consolidation,0.2193,32931,2021-09-10
873898,1088288,12000,0.1299,272.98,C,C1,Fully Paid,Debt consolidation,0.1282,14285,2021-09-11
530765,686306,24000,0.1361,553.6,C,C2,Fully Paid,Debt consolidation,0.1945,33216,2021-06-10
994149,1218553,16500,0.1427,386.24,C,C2,Fully Paid,Debt consolidation,0.1971,22933,2021-10-11
532486,688277,15000,0.1361,346,C,C2,Fully Paid,Debt consolidation,0.1186,19774,2021-07-10
633860,812036,23000,0.1261,518.75,C,C2,Fully Paid,Debt consolidation,0.1287,29259,2021-12-10
890754,1107477,18800,0.1427,440.08,C,C2,Fully Paid,Debt consolidation,0.2025,23692,2021-09-11
553893,385590,24000,0.1361,553.6,C,C2,Fully Paid,Debt consolidation,0.1135,29385,2021-08-10
824890,1033648,20000,0.1349,460.1,C,C2,Fully Paid,Debt consolidation,0.2631,26407,2021-07-11
586686,753685,25000,0.1323,571.78,C,C1,Fully Paid,Debt consolidation,0.1822,32007,2021-09-10
1034255,1263848,12000,0.1349,276.06,C,C1,Fully Paid,Debt consolidation,0.2482,16299,2021-12-11
550977,710134,20000,0.1361,461.34,C,C2,Fully Paid,Debt consolidation,0.064,27570,2021-08-10
587918,755394,6000,0.1323,137.23,C,C1,Fully Paid,Debt consolidation,0.1509,6507,2021-09-10
752069,951611,25000,0.1299,508.99,C,C1,Fully Paid,Debt consolidation,0.1564,26453,2021-05-11
624657,800478,9600,0.1261,216.52,C,C2,Fully Paid,Debt consolidation,0.1586,12467,2021-12-10
624806,795132,12000,0.1261,270.65,C,C2,Fully Paid,Debt consolidation,0.1215,16239,2021-12-10
626002,802195,25000,0.1372,368.82,C,C5,Fully Paid,Debt consolidation,0.2405,22151,2021-12-10
880452,1095519,35000,0.1349,805.17,C,C1,Fully Paid,Debt consolidation,0.187,47607,2021-09-11
855581,1067904,30000,0.1349,690.15,C,C2,Fully Paid,Debt consolidation,0.0527,40096,2021-09-11
1040409,1270384,22500,0.1427,526.7,C,C2,Fully Paid,Debt consolidation,0.2056,27616,2021-12-11
1003485,1229853,30000,0.1427,702.26,C,C2,Fully Paid,Debt consolidation,0.1449,38700,2021-11-11
1004353,1230971,25000,0.1427,585.22,C,C2,Fully Paid,Debt consolidation,0.2445,33243,2021-11-11
518275,669913,25000,0.1398,386.09,C,C3,Fully Paid,Debt consolidation,0.1273,21845,2021-06-10
835550,1045504,30000,0.1399,478.64,C,C3,Fully Paid,Debt consolidation,0.1394,27733,2021-08-11
657172,840459,13250,0.1343,304.41,C,C3,Fully Paid,Debt consolidation,0.183,18183,2021-01-11
990346,1214315,12000,0.1527,287.19,C,C4,Fully Paid,Debt consolidation,0.1147,13582,2021-10-11
881518,1096593,20000,0.1527,478.64,C,C4,Fully Paid,Debt consolidation,0.1086,21001,2021-09-11
784865,988111,25000,0.1479,592,C,C4,Fully Paid,Debt consolidation,0.1741,29234,2021-06-11
761062,961452,25000,0.1479,592,C,C4,Fully Paid,Debt consolidation,0.1473,33064,2021-05-11
885035,1100621,12000,0.1596,291.57,C,C5,Fully Paid,Debt consolidation,0.165,17285,2021-09-11
1035891,1265732,20000,0.1596,485.94,C,C5,Fully Paid,Debt consolidation,0.1888,26848,2021-12-11
543977,701781,25000,0.1361,379.45,C,C2,Fully Paid,Debt consolidation,0.2073,22713,2021-07-10
708094,900541,35000,0.1417,817.48,C,C5,Fully Paid,Debt consolidation,0.2438,48154,2021-03-11
816546,1024298,15000,0.1523,289.33,C,C5,Fully Paid,Debt consolidation,0.1676,16719,2021-07-11
1049524,1280924,18825,0.1349,433.07,C,C1,Fully Paid,Debt consolidation,0.2503,25740,2021-12-11
595464,764517,25000,0.1323,347.07,C,C1,Fully Paid,Debt consolidation,0.0875,20709,2021-10-10
1054469,1286100,18000,0.1527,329.07,C,C4,Fully Paid,Debt consolidation,0.096,19031,2021-12-11
741967,939968,20000,0.1523,478.22,C,C5,Fully Paid,Debt consolidation,0.1577,24299,2021-05-11
611098,783683,10000,0.1223,223.61,C,C1,Fully Paid,Debt consolidation,0.1066,10931,2021-11-10
1016373,1243872,25600,0.1427,599.26,C,C2,Fully Paid,Debt consolidation,0.2651,32840,2021-11-11
610617,783062,15000,0.1372,346.86,C,C5,Fully Paid,Debt consolidation,0.1621,20811,2021-11-10
782452,985441,20000,0.1299,454.96,C,C1,Fully Paid,Debt consolidation,0.2269,23206,2021-06-11
614188,787406,20000,0.1261,359.74,C,C2,Fully Paid,Debt consolidation,0.1844,21599,2021-11-10
913543,1134094,16000,0.1527,382.92,C,C4,Fully Paid,Debt consolidation,0.2294,16205,2021-11-11
866531,1079911,14675,0.1299,333.83,C,C1,Fully Paid,Debt consolidation,0.2918,19116,2021-09-11
1005067,1231734,25000,0.1527,598.3,C,C4,Fully Paid,Debt consolidation,0.121,33343,2021-11-11
1045554,1276170,14125,0.1527,338.04,C,C4,Fully Paid,Debt consolidation,0.2354,15173,2021-12-11
1010606,1237425,12000,0.1465,283.28,C,C3,Fully Paid,Debt consolidation,0.2301,14847,2021-11-11
811453,1018485,13250,0.1349,304.82,C,C2,Fully Paid,Debt consolidation,0.2837,18045,2021-07-11
608616,780731,13000,0.1261,293.21,C,C2,Fully Paid,Debt consolidation,0.1981,17592,2021-11-10
850886,1062748,21600,0.1479,511.49,C,C4,Fully Paid,Debt consolidation,0.2419,25688,2021-08-11
1029819,1259396,18000,0.1349,414.09,C,C1,Fully Paid,Debt consolidation,0.0879,18988,2021-11-11
1033887,1263472,28100,0.1465,663.35,C,C3,Fully Paid,Debt consolidation,0.2416,30430,2021-12-11
1031219,1260627,15000,0.1527,358.98,C,C4,Fully Paid,Debt consolidation,0.152,18088,2021-11-11
561360,722452,15000,0.1323,343.07,C,C1,Fully Paid,Debt consolidation,0.094,16991,2021-08-10
675701,863530,12000,0.1268,271.08,C,C1,Fully Paid,Debt consolidation,0.1301,15539,2021-02-11
806913,1013320,12000,0.1349,276.06,C,C2,Fully Paid,Debt consolidation,0.266,13510,2021-07-11
761613,962087,16000,0.1349,368.08,C,C2,Fully Paid,Debt consolidation,0.2141,20373,2021-05-11
761050,961440,16000,0.1479,378.88,C,C4,Fully Paid,Debt consolidation,0.0986,20634,2021-05-11
796786,1001669,5000,0.1479,118.4,C,C4,Fully Paid,Debt consolidation,0.1422,7031,2021-06-11
842708,1053401,26000,0.1523,621.69,C,C5,Fully Paid,Debt consolidation,0.2527,29127,2021-08-11
726611,922035,21600,0.138,500.36,C,C4,Fully Paid,Debt consolidation,0.1536,29797,2021-04-11
627210,803705,11200,0.1335,256.85,C,C4,Fully Paid,Debt consolidation,0.1032,15318,2021-12-10
628547,805374,20000,0.1261,451.08,C,C2,Fully Paid,Debt consolidation,0.0885,22235,2021-12-10
534250,690486,15000,0.1323,296.18,C,C1,Fully Paid,Debt consolidation,0.1491,16093,2021-07-10
721706,916398,23500,0.1523,561.91,C,C5,Fully Paid,Debt consolidation,0.2035,33695,2021-06-11
611554,758779,20000,0.1323,296.76,C,C1,Fully Paid,Debt consolidation,0.1526,14697,2021-11-10
984808,1208236,20000,0.1427,468.17,C,C2,Fully Paid,Debt consolidation,0.264,25800,2021-10-11
850727,1062572,25000,0.1399,581.58,C,C3,Fully Paid,Debt consolidation,0.2379,28013,2021-08-11
974653,1196929,16000,0.1596,388.75,C,C5,Fully Paid,Debt consolidation,0.1662,22439,2021-10-11
549277,708072,24000,0.1361,553.6,C,C2,Fully Paid,Debt consolidation,0.1229,28995,2021-07-10
945775,1166526,12000,0.1465,283.28,C,C3,Fully Paid,Debt consolidation,0.2155,16859,2021-10-11
545494,703535,24500,0.1323,560.34,C,C1,Fully Paid,Debt consolidation,0.0948,32833,2021-07-10
998864,1224234,13000,0.1465,306.89,C,C3,Fully Paid,Debt consolidation,0.1089,16995,2021-10-11
549452,708293,25000,0.1398,581.45,C,C3,Fully Paid,Debt consolidation,0.0891,31802,2021-08-10
718344,912551,4000,0.1417,93.43,C,C5,Fully Paid,Debt consolidation,0.2078,5605,2021-04-11
564673,726521,6000,0.1323,137.23,C,C1,Fully Paid,Debt consolidation,0.1449,8172,2021-08-10
688588,878752,6700,0.1343,153.93,C,C3,Fully Paid,Debt consolidation,0.1607,9301,2021-03-11
842329,1052999,25000,0.1523,597.78,C,C5,Fully Paid,Debt consolidation,0.1266,30282,2021-08-11
844377,1055301,28000,0.1349,644.14,C,C2,Fully Paid,Debt consolidation,0.259,37733,2021-08-11
581200,747073,16000,0.1361,369.07,C,C2,Fully Paid,Debt consolidation,0.1665,22144,2021-09-10
547884,706445,20000,0.1361,461.34,C,C2,Fully Paid,Debt consolidation,0.1245,27675,2021-08-10
661743,846275,7000,0.138,162.16,C,C4,Fully Paid,Debt consolidation,0.0266,7690,2021-02-11
764948,965729,23000,0.1523,549.95,C,C5,Fully Paid,Debt consolidation,0.2124,32496,2021-05-11
702814,894684,18000,0.1306,410.11,C,C2,Fully Paid,Debt consolidation,0.2325,24400,2021-04-11
599746,769809,25000,0.1261,339.44,C,C2,Fully Paid,Debt consolidation,0.2457,20366,2021-10-10
886830,1102884,6500,0.1596,157.93,C,C5,Fully Paid,Debt consolidation,0.1591,8099,2021-09-11
624190,799945,15000,0.1261,338.31,C,C2,Fully Paid,Debt consolidation,0.1282,16781,2021-12-10
732946,929207,13000,0.1306,296.19,C,C2,Fully Paid,Debt consolidation,0.1393,14718,2021-04-11
1004336,1230955,30000,0.1596,728.91,C,C5,Fully Paid,Debt consolidation,0.154,32327,2021-11-11
767580,968723,24000,0.1599,583.51,D,D2,Fully Paid,Debt consolidation,0.1966,29430,2021-06-11
530193,685585,11800,0.1595,286.64,D,D4,Fully Paid,Debt consolidation,0.1396,16601,2021-06-10
651815,833720,7500,0.1602,182.47,D,D5,Fully Paid,Debt consolidation,0.11,9526,2021-02-11
972058,1193809,30000,0.1677,741.88,D,D2,Fully Paid,Debt consolidation,0.244,35786,2021-10-11
622951,798384,20000,0.152,477.91,D,D4,Fully Paid,Debt consolidation,0.1989,26357,2021-12-10
1016996,1244951,12500,0.1758,314.57,D,D4,Fully Paid,Debt consolidation,0.1444,14722,2021-11-11
975133,1198039,20000,0.1758,503.32,D,D4,Fully Paid,Debt consolidation,0.1636,27064,2021-10-11
639489,818702,14650,0.1557,352.93,D,D5,Fully Paid,Debt consolidation,0.1456,21175,2021-01-11
813588,1021047,30000,0.1749,492.29,D,D5,Fully Paid,Debt consolidation,0.1251,29196,2021-07-11
879746,1094637,19750,0.1825,504.22,D,D5,Fully Paid,Debt consolidation,0.2265,27200,2021-09-11
855109,1067411,20000,0.1749,502.34,D,D5,Fully Paid,Debt consolidation,0.2443,25843,2021-08-11
989764,1213530,19850,0.1825,506.77,D,D5,Fully Paid,Debt consolidation,0.1794,25917,2021-10-11
1030534,1260122,12800,0.1825,326.78,D,D5,Fully Paid,Debt consolidation,0.204,16989,2021-11-11
521001,673658,20500,0.1496,487.27,D,D2,Fully Paid,Debt consolidation,0.1076,29026,2021-05-10
605376,776627,12000,0.1446,282.09,D,D2,Fully Paid,Debt consolidation,0.1167,16925,2021-10-10
522726,676160,20000,0.1558,481.91,D,D3,Fully Paid,Debt consolidation,0.1712,28455,2021-06-10
977327,1200110,25975,0.1727,649.33,D,D3,Fully Paid,Debt consolidation,0.2255,29192,2021-10-11
683175,872465,10000,0.1565,241.33,D,D4,Fully Paid,Debt consolidation,0.0593,14479,2021-03-11
579308,744810,18000,0.1595,352.84,D,D4,Fully Paid,Debt consolidation,0.2123,17185,2021-09-10
992467,1216970,20000,0.1758,503.32,D,D4,Fully Paid,Debt consolidation,0.2134,27247,2021-10-11
527063,681774,15000,0.1595,364.38,D,D4,Fully Paid,Debt consolidation,0.0793,21499,2021-06-10
715848,909566,19500,0.1565,470.59,D,D4,Fully Paid,Debt consolidation,0.1939,21832,2021-04-11
518686,670498,15000,0.1595,271.46,D,D4,Fully Paid,Debt consolidation,0.204,14824,2021-06-10
522204,675463,9600,0.1632,235.09,D,D5,Fully Paid,Debt consolidation,0.152,12016,2021-05-10
1054655,1286309,20000,0.1825,312.74,D,D5,Fully Paid,Debt consolidation,0.2083,16754,2021-12-11
580344,746058,20400,0.1632,410.8,D,D5,Fully Paid,Debt consolidation,0.0984,24585,2021-09-10
1001738,1227954,14000,0.1677,346.21,D,D2,Fully Paid,Debt consolidation,0.1347,19579,2021-10-11
845036,1056174,18000,0.1599,437.63,D,D2,Fully Paid,Debt consolidation,0.2327,22613,2021-08-11
889948,1106500,2500,0.1677,61.83,D,D2,Fully Paid,Debt consolidation,0.2028,2535,2021-09-11
557249,717481,20000,0.1558,481.91,D,D3,Fully Paid,Debt consolidation,0.096,28915,2021-09-10
785699,989037,28000,0.1649,463.94,D,D3,Fully Paid,Debt consolidation,0.1831,19136,2021-06-11
879929,1094865,24600,0.1758,571.26,D,D4,Fully Paid,Debt consolidation,0.1494,30290,2021-09-11
717641,911742,8000,0.1491,189.95,D,D2,Fully Paid,Debt consolidation,0.0715,8486,2021-04-11
520604,673048,10500,0.1496,249.58,D,D2,Fully Paid,Debt consolidation,0.2252,14668,2021-05-10
595627,764679,15200,0.1558,366.26,D,D3,Fully Paid,Debt consolidation,0.23,21975,2021-10-10
853314,1065474,35000,0.1649,860.28,D,D3,Fully Paid,Debt consolidation,0.2065,51330,2021-08-11
889800,1106415,10000,0.1825,255.3,D,D5,Fully Paid,Debt consolidation,0.2073,15000,2021-09-11
1046382,1277219,21200,0.1825,541.23,D,D5,Fully Paid,Debt consolidation,0.2325,30871,2021-12-11
853242,1065400,35000,0.1599,850.95,D,D2,Fully Paid,Debt consolidation,0.0508,38584,2021-08-11
568431,731258,16000,0.1521,382.41,D,D2,Fully Paid,Debt consolidation,0.1848,20452,2021-08-10
737834,935091,25000,0.1599,424.26,D,D2,Fully Paid,Debt consolidation,0.2038,19023,2021-07-11
736171,933012,27600,0.1565,666.06,D,D4,Fully Paid,Debt consolidation,0.1754,30365,2021-04-11
1047705,1278808,28100,0.1758,707.16,D,D4,Fully Paid,Debt consolidation,0.231,40356,2021-12-11
739742,937350,21000,0.1565,506.79,D,D4,Fully Paid,Debt consolidation,0.201,29952,2021-05-11
542063,699574,15250,0.1632,373.45,D,D5,Fully Paid,Debt consolidation,0.2449,21613,2021-08-10
712171,905226,15275,0.1602,371.63,D,D5,Fully Paid,Debt consolidation,0.1466,22297,2021-04-11
792784,997229,20000,0.1599,486.26,D,D2,Fully Paid,Debt consolidation,0.108,24420,2021-07-11
804094,1009921,25000,0.1599,607.82,D,D2,Fully Paid,Debt consolidation,0.1871,36317,2021-08-11
622122,797331,25000,0.1483,541.57,D,D3,Fully Paid,Debt consolidation,0.0616,30237,2021-12-10
1031808,1261263,12000,0.1727,299.98,D,D3,Fully Paid,Debt consolidation,0.2333,17247,2021-11-11
731164,927201,9600,0.1491,227.94,D,D2,Fully Paid,Debt consolidation,0.1927,13650,2021-04-11
571548,735183,10000,0.1558,240.96,D,D3,Fully Paid,Debt consolidation,0.1176,14426,2021-09-10
855245,1067557,20000,0.1689,495.87,D,D4,Fully Paid,Debt consolidation,0.1745,28033,2021-08-11
542005,699506,12250,0.1521,292.78,D,D2,Fully Paid,Debt consolidation,0.2387,17567,2021-07-10
619509,794033,15000,0.1446,352.62,D,D2,Fully Paid,Debt consolidation,0.0521,21050,2021-11-10
693932,884790,20000,0.1491,420.02,D,D2,Fully Paid,Debt consolidation,0.1685,26904,2021-03-11
578606,743936,5000,0.1558,120.48,D,D3,Fully Paid,Debt consolidation,0.1719,7217,2021-09-10
699030,890532,25000,0.1565,603.32,D,D4,Fully Paid,Debt consolidation,0.2199,32801,2021-03-11
560370,721252,14000,0.1521,334.61,D,D2,Fully Paid,Debt consolidation,0.2192,17140,2021-08-10
846618,1058026,25000,0.1599,607.82,D,D2,Fully Paid,Debt consolidation,0.0917,35856,2021-08-11
891572,1108407,30000,0.1677,741.88,D,D2,Fully Paid,Debt consolidation,0.2169,41304,2021-10-11
1010645,1237469,21250,0.1727,531.21,D,D3,Fully Paid,Debt consolidation,0.2157,21859,2021-11-11
795194,999909,20375,0.1649,500.81,D,D3,Fully Paid,Debt consolidation,0.2148,26362,2021-06-11
725232,920448,6800,0.1565,164.11,D,D4,Fully Paid,Debt consolidation,0.0163,9846,2021-04-11
966970,1187666,25000,0.1758,629.14,D,D4,Fully Paid,Debt consolidation,0.2105,25729,2021-10-11
763863,964526,6075,0.1749,152.59,D,D5,Fully Paid,Debt consolidation,0.2006,9012,2021-05-11
675788,863631,10500,0.1528,251.35,D,D3,Fully Paid,Debt consolidation,0.2007,14523,2021-02-11
810752,1017703,8250,0.1749,207.22,D,D5,Fully Paid,Debt consolidation,0.1818,12336,2021-07-11
524428,678529,16000,0.1558,246.98,D,D3,Fully Paid,Debt consolidation,0.2032,14737,2021-06-10
858300,1070868,23000,0.1825,587.19,D,D5,Fully Paid,Debt consolidation,0.0578,27249,2021-09-11
1038362,1268079,20000,0.1727,499.96,D,D3,Fully Paid,Debt consolidation,0.087,23243,2021-12-11
635830,814520,25000,0.1446,587.69,D,D2,Fully Paid,Debt consolidation,0.1245,31795,2021-12-10
714719,908171,28000,0.1491,664.8,D,D2,Fully Paid,Debt consolidation,0.1756,36508,2021-03-11
608135,780122,17150,0.1483,406.47,D,D3,Fully Paid,Debt consolidation,0.1764,21209,2021-11-10
886184,1101982,10000,0.1758,251.66,D,D4,Fully Paid,Debt consolidation,0.0226,12831,2021-09-11
533495,689563,16000,0.1632,391.82,D,D5,Fully Paid,Debt consolidation,0.1538,18819,2021-06-10
541831,699303,20000,0.1632,489.77,D,D5,Fully Paid,Debt consolidation,0.1258,28449,2021-08-10
770716,972417,23200,0.1599,564.06,D,D2,Fully Paid,Debt consolidation,0.1581,33682,2021-06-11
1009591,1236344,9250,0.1727,231.24,D,D3,Fully Paid,Debt consolidation,0.1953,13323,2021-11-11
1055929,1287504,22000,0.1727,549.96,D,D3,Fully Paid,Debt consolidation,0.0791,30881,2021-12-11
536138,692678,19000,0.1558,457.82,D,D3,Fully Paid,Debt consolidation,0.1672,27498,2021-06-10
1027614,1256971,20000,0.1727,499.96,D,D3,Fully Paid,Debt consolidation,0.2286,26564,2021-11-11
551696,710964,5000,0.1595,121.46,D,D4,Fully Paid,Debt consolidation,0.1577,7112,2021-07-10
546192,704358,14400,0.1632,352.64,D,D5,Fully Paid,Debt consolidation,0.1946,18117,2021-07-10
841730,1052311,24000,0.1599,583.51,D,D2,Fully Paid,Debt consolidation,0.2185,33898,2021-08-11
986213,1210117,15000,0.1758,377.49,D,D4,Fully Paid,Debt consolidation,0.1386,21846,2021-10-11
1031612,1261035,35000,0.1727,874.93,D,D3,Fully Paid,Debt consolidation,0.2275,37464,2021-11-11
761659,962134,20000,0.1689,495.87,D,D4,Fully Paid,Debt consolidation,0.1523,28026,2021-05-11
1050886,1282161,10000,0.1825,255.3,D,D5,Fully Paid,Debt consolidation,0.2046,12127,2021-12-11
648922,830196,18000,0.1491,427.37,D,D2,Fully Paid,Debt consolidation,0.1037,21256,2021-01-11
976712,1199487,14400,0.1677,356.1,D,D2,Fully Paid,Debt consolidation,0.1654,20445,2021-10-11
787917,991532,12000,0.1689,297.53,D,D4,Fully Paid,Debt consolidation,0.1312,15132,2021-06-11
601678,772042,10000,0.1483,237.01,D,D3,Fully Paid,Debt consolidation,0.2486,13970,2021-10-10
572268,736101,10000,0.1558,240.96,D,D3,Fully Paid,Debt consolidation,0.1616,14135,2021-09-10
1003349,1229929,35000,0.1727,874.93,D,D3,Fully Paid,Debt consolidation,0.1422,49147,2021-11-11
584517,751082,8000,0.1595,194.34,D,D4,Fully Paid,Debt consolidation,0.0176,9195,2021-09-10
678498,866816,23500,0.1602,571.73,D,D5,Fully Paid,Debt consolidation,0.268,34319,2021-02-11
1056856,1288410,20000,0.1825,510.6,D,D5,Fully Paid,Debt consolidation,0.1274,23696,2021-12-11
551025,710194,7000,0.1558,168.67,D,D3,Fully Paid,Debt consolidation,0.2238,9959,2021-07-10
1018190,1246427,15000,0.1727,374.97,D,D3,Fully Paid,Debt consolidation,0.2162,22342,2021-11-11
657767,841196,8400,0.1491,199.44,D,D2,Fully Paid,Debt consolidation,0.0951,10781,2021-01-11
553823,713537,9600,0.1632,235.09,D,D5,Fully Paid,Debt consolidation,0.059,12833,2021-07-10
565754,727816,15250,0.1521,364.48,D,D2,Fully Paid,Debt consolidation,0.2157,21836,2021-08-10
712132,905184,20000,0.1602,486.58,D,D5,Fully Paid,Debt consolidation,0.1724,29194,2021-04-11
523119,676791,3100,0.1521,74.1,D,D2,Fully Paid,Debt consolidation,0.212,4435,2021-06-10
717783,911908,25000,0.1491,593.57,D,D2,Fully Paid,Debt consolidation,0.1917,35292,2021-04-11
860095,1072874,21000,0.1599,510.57,D,D2,Fully Paid,Debt consolidation,0.2227,26779,2021-08-11
